Class,Content,ID,Platform
business-and-economy,"RT @ajanet_ar: التوقعات تشير إلى مزيد من الارتفاع بالاستثمارات القطرية في الأردن

",812386155471598_1121945671182310,facebook
health,"RT @ajanet_ar: خطوات سهلة تقي العاملين من مخاطر الجلوس لفترات طويلة كاختيار كرسي مريح والمشي بعد كل ساعة.. لمزيد من المعلومات ⬇️
https://t.…",1152193365410295808,twitter
politics,"""إذا تجازوت #تركيا الحدود سأدمر اقتصادها"".. #ترمب يهدد وأنقرة ترد ",1189179333736194049,twitter
others,@MonaAlemadi @khadeijakw راسلناكِ يا منى ونشكرك على تفاعلك معنا,1044931323289391105,twitter
others,@Hawraa96H @TamimBarghouti نعتز بهذا التقدير منك يا حوراء,1217801174637780992,twitter
politics,RT @AJABreaking: عاجل | رويترز: المتحدث باسم الخارجية الإيرانية يدعو بريطانيا للإفراج الفوري عن الناقلة النفطية ويحذرها من العواقب,812386155471598_999665763410302,facebook
others,"#المسافر - فريدا كالو والبيت الأزرق في #المكسيك.. ما السر وراء هذا البيت؟ 
الحلقة كاملة: https://t.co/6KwCot7tGV ",812386155471598_1736246893085515,facebook
politics,RT @AJABreaking: عاجل | رويترز عن مصادر طبية عراقية: ارتفاع عدد قتلى الاحتجاجات في #العراق إلى 35,1116734115196354563,twitter
others,@neat032911 @AmmaniH @Dima_Khatib لكن لحظة، ألا ترون أنه ربما هناك من يحاول أن يصرف نظر مديرتنا عن تقديم هدية لنا بمناسبة موضوع القصة؟ نشم رائحة مؤامرة 😈,1156955417047707648,twitter
politics,#ما_وراء_الخبر - أبعاد التسوية السياسية التي دفعت الرئاسة اللبنانية إلى تحديد الاثنين المقبل موعدا لإجراء استشارات نيابية ملزمة لتسمية رئيس الحكومة الجديدة ,1212736721747615745,twitter
politics,الإدارة الأمريكية تقلص مساعداتها للأونروا بعد أيام من تهديد ترمب,812386155471598_1679399035436968,facebook
crime-war-conflict,RT @AJABreaking: عاجل | مراسل #الجزيرة: استشهاد فلسطينية برصاص قوات الاحتلال الإسرائيلي شرقي مدينة غزة,1083733920443592706,twitter
politics,انتهاء مهلة إيداع ملفات الترشح للرئاسيات الجزائرية وانسحابات بالجملة للمترشحين.. هل بات تأجيل الانتخابات أمرا محسوما؟ ,1140660620318126081,twitter
politics,RT @AJABreaking: عاجل | السناتور كريس ميرفي: السؤال الآن هل اغتالت إدارة ترمب ثاني أهم شخصية بإيران دون ترخيص من الكونغرس,1198300177062195200,twitter
health,#الجزيرة_هذا_الصباح - مراقبة علاقة القلب مع الله.. والحفاظ على صحة الفم ,1205367816674656256,twitter
politics,RT @AJABreaking: عاجل | وول ستريت جورنال: خالد شيخ محمد يريد أن تتنازل الإدارة الأمريكية عن سعيها تنفيذ الإعدام بحقه مقابل المساعدة,1168247576161849345,twitter
politics,"فايننشال تايمز: لماذا لجأ ملك #السعودية للحرس القديم؟
https://t.co/evjypQv3sZ ",1079353937155813377,twitter
spiritual,"""زوجتك نفسي.. قبلتُ الزواج""
جملتان وسورة الفاتحة تكفي لإتمام زواج في المغرب..
ماذا تعرفون عن ""زواج الفاتحة"" وهل يوجد نظير له في بلدانكم؟ ",1182247255602077707,twitter
crime-war-conflict,RT @AJABreaking: عاجل | الخارجية الأمريكية: الادعاء العام السعودي اعتقل 11 مشتبها بقضية خاشقجي ولم يسمهم ويحدد أدوارهم,1105850574858272768,twitter
politics,"#ترمب وموسكو ينفيان إعلان الاستخبارات الأميركية عن امتلاك #روسيا معلومات فاضحة عن حياة الرئيس المنتخب وتعاملاته المالية.. فمن تصدق؟
#الجزيرة",1187307746477117442,twitter
health,"تقتل الأدوية المغشوشة أو رديئة التصنيع كل عام ما بين 64 ألفاً و158 ألف شخص😞في أفريقيا.
منظمة الصحة العالمية تقول إن قيمة هذه سوق الأدوية تبلغ 200 مليار دولار في جميع أنحاء العالم.
كيف يمكن الحد من انتشار بيع الأدوية المزورة؟ ",1159547326379319296,twitter
politics,"RT @ajanet_ar: ""تأجيج للنزاع""

العفو الدولية حذرت من أن إعلان نيودلهي إلغاء الحكم الذاتي للولاية قد يشعل مزيدًا من التوترات في الإقليم المت…",812386155471598_1189343451109198,facebook
politics,RT @AJABreaking: عاجل | نصر الله: الإدارة الأمريكية تدرك أنها لا تستطيع إخراج #حزب_الله من البرلمان أيا كان قانون الانتخابات,Mo5uJJNSaHw,youtube
politics,"""تلفيق واعترافات تحت التعذيب"".. رواد مواقع التواصل يطلقون وسم #حياة_علي_العمري_بخطر بعد تدهور صحته في السجون السعودية ",1165693563583246336,twitter
politics,"""تبنوا بلدكم وللا ندور على البطاطس؟"".. السيسي يخير المصريين بين بناء البلد والبطاطس..
ماذا سيختارون؟ ",1157961707328872448,twitter
others,@Desiner9 @BenzoateOst يا سلام على هذا الكلام 👏,812386155471598_1652235628153309,facebook
crime-war-conflict,"العفو الدولية تدين تسليح الحشد الشعبي
مليشيات الحشد الشعبي متهمة بارتكاب انتهاكات عديدة من ضمنها القتل والتعذيب، منظمة العفو الدولية تحدثت في تقرير عن دور التسليح في حدوث هذه الانتهاكات.     لمتابعتنا على تويتر https://twitter.com/ajplusarabi للتواصل معنا على فيسبوك  https://www.facebook.com/ajplusarabi  لتصفح موقعنا الإلكتروني http://ajplus.net/arabi/ للاشتراك في قناتنا http://www.youtube.com/channel/UC-4KnPMmZzwAzW7SbVATUZQ?sub_confirmation=1",hTiHDF_ifhY,youtube
politics,عاجل | قوى الحرية والتغيير: اتفقنا مع المجلس العسكري على تشكيل لجنة مشتركة للتحقيق في أحداث أمس,1128431646330560513,twitter
politics,سيناريوهات -  #إيران و آفاق الحوار مع #الرياض وواشنطن ,812386155471598_1561146807262192,facebook
politics,"""سلمية سلمية، لا للعهدة الخامسة"".. شعار وقفات ومسيرات طلابية في عدة جامعات جزائرية رفضا لترشح الرئيس بوتفليقة لولاية خامسة 
",1100419468017221638,twitter
others,"ARA 261016 FTY RT MOROCCOVOIP
لمتابعتنا على تويتر https://twitter.com/ajplusarabi للتواصل معنا على فيسبوك  https://www.facebook.com/ajplusarabi  لتصفح موقعنا الإلكتروني http://ajplus.net/arabi/ للاشتراك في قناتنا http://www.youtube.com/channel/UC-4KnPMmZzwAzW7SbVATUZQ?sub_confirmation=1",812386155471598_2302406769988233,facebook
politics,RT @AJABreaking: عاجل | مستشار الرئيس الإيراني: الولايات المتحدة أدخلت المنطقة إلى مرحلة خطرة بالمغامرة التي أقدمت عليها,812386155471598_2505095239534006,facebook
science-and-technology,"أينشتاين يعود إلى الحياة
روبوت أينشتاين، علمي بامتياز بإمكانه حل المسائل والتعرف على الأصوات وإجراء المحادثات ويملك أكثر من 50 تعبيراً للوجه. يوجد روبوت أينشتاين في خانة 'التعليم الترفيهي،' إذ سيعلم الصغار الرياضيات والعلوم.  إعداد: ريما عيتاني  لمتابعتنا على تويتر https://twitter.com/ajplusarabi للتواصل معنا على فيسبوك  https://www.facebook.com/ajplusarabi  لتصفح موقعنا الإلكتروني http://ajplus.net/arabi/ للاشتراك في قناتنا http://www.youtube.com/channel/UC-4KnPMmZzwAzW7SbVATUZQ?sub_confirmation=1",1189158555015958528,twitter
politics,"""عدم الدعاء الكافي لولي الأمر""..  تهمة تجر علماء للإعدام في #السعودية وتكشف عن شكل الاعتدال الذي يرضاه حصريا #بن_سلمان ",1131953008378568704,twitter
politics,#القدس خط أحمر عند الملك عبد الله الثاني وجموع #الأردن رغم الضغوط التي تمارس لانتزاع وصايته على المقدسات بالمدينة.. ما الرسالة التي أراد العاهل الأردني توجيهها ومن الجهات المعنية بها؟ ,1108820577815425024,twitter
art-and-entertainment,"RT @AljazeeraDoc: يكشف فيلم ""جيل الكراهية"" العلاقاتِ السرية بين متطرفي منظمة ""هوية الجيل"" -الذين يمارسون العنف- وحزب الجبهة الوطنية برئاسة…",812386155471598_1127625277281016,facebook
sports,"توفيق مخلوفي وفضيتا ريو 2016
توفيق مخلوفي، عداء جزائري يمنح بلاده فضيتين كانت حصيلة الجزائر في ريو 2016. البطل العالمي انتقد القائمين على الرياضة في بلاده، ووزارة الرياضة تعد بتقديم الدعم له.  إعداد: خولة بوسلام  لمتابعتنا على تويتر https://twitter.com/ajplusarabi للتواصل معنا على فيسبوك  https://www.facebook.com/ajplusarabi  لتصفح موقعنا الإلكتروني http://ajplus.net/arabi/ للاشتراك في قناتنا http://www.youtube.com/channel/UC-4KnPMmZzwAzW7SbVATUZQ?sub_confirmation=1",JVeizoaR4qI,youtube
others,إذا ذهبت في زيارة إلى هذه القرية فطريقتك للتواصل ستكون.. الصفير والغناء.,812386155471598_2616403081736554,facebook
politics,مباشر.. يحيى #السنوار ضيف #الجزيرة في أول حديث له مع وسيلة إعلامية ,996786319027138560,twitter
politics,#إسبانيا تكشف عن تورط سعوديين في أكبر قضية فساد مالي في تاريخ المؤسسات الحكومية ,vE9JuS1OJ5c,youtube
human-rights-press-freedom,#الجزيرة تغير خطها التحريري؟,ev9tuu2F17U,youtube
others,"#ما_تهدرش_باسمي
الحراك الشعبي.. هل يجب أن يكون له ممثل؟ وإلا، فكيف يُمثل؟ ",QLu_9qTNlnw,youtube
others,"@1981Shalash كنت على وشك معرفة المثل يا صديقنا، والصحيح هو ""اشترِ دماغك"".",1214093713632313344,twitter
politics,"""بدنا نعيش"".. احتجاجات في قطاع #غزة ضد الغلاء وفرض الضرائب وسوء الأوضاع المعيشية ",1107250229747826688,twitter
crime-war-conflict,"استشهاد فلسطيني بوابل من رصاص قوات الاحتلال الإسرائيلي في #القدس بعد تنفيذه عملية طعن.
#الجزيرة",1184593750426828802,twitter
education,"المدرسة منعته من الحضور بسبب ""شكله"".. رويد: ""أنا عيطت عشان طلعوني من المدرسة""😢 ",1154617340346195969,twitter
politics,عاجل |  وزير النقل اليمني: الإمارات استغلت الغطاء السياسي للدولة اليمنية لتنفيذ مشروعها في جنوب #اليمن,1153439580290334721,twitter
politics,"""أساس لتعاون المخلصين وإزاحة الانقلاب"".. جماعة الإخوان المسلمين في #مصر تعلن تأييدها لـ""وثيقة التوافق المصري"" التي أعلنها المقاول #محمد_علي #الأخبار ",1211655679858995200,twitter
politics,"#الأردن: أين الإخوان المسلمون من احتجاجات الشارع؟
https://t.co/HIOhBJwvAy ",1077141894113693697,twitter
business-and-economy,"RT @ajanet_ar: خطوة تأتي مع انخفاض مبيعاتها وتذبذب صناعة الهواتف الذكية

",sqd20v2MFB8,youtube
art-and-entertainment,RT @Outoftext2: ترقبوا حلقة عن فيلم  #نجوم_النهار الأحد القادم الساعة 19:30 بتوقيت مكة المكرمة ,1106190607779880960,twitter
art-and-entertainment,"استجابا لدعوات حقوقية.. المغنية الأمريكية #نيكي_ميناج تنسحب من ""مهرجان جدة العالمي"" في #السعودية ",1160220792334036993,twitter
health,"""لا أستطيع اللعب.. ولا ارتداء ملابسي لوحدي.. وليس لدي أصدقاء""
معاناة طفل مع مرضه النادر",QWsJNW_0cqw,youtube
others,@DShanshal تعليق جميل.. ومتابعة أجمل.. تحياتنا العطرة لك,1062296497486581762,twitter
others,@AbuJassem سنصحح الخطأ. نشكرك على التنبيه 🌹,812386155471598_1989787514398117,facebook
others,@YasmeenAlsulta1 عزيزتي ياسمين.. أخبرينا من أي ناحية لم يعجبك الشعار؟,812386155471598_690640821314355,facebook
politics,#ترمب: قد نعلن خلال الأسبوع القادم استعادة الأراضي التي كان #تنظيم_الدولة يسطر عليها بنسبة 100% ,1093358691364020224,twitter
human-rights-press-freedom,"انتفاضة دامت 5 سنوات.. انطلقت من باحات الأقصى لتصل إلى كافة مدن وقرى فلسطين
19 عاماً مرت على الانتفاضة الفلسطينية الثانية، والانتهاكات مستمرة بالمسجد الأقصى في القدس المحتلة ",BYvPfVFcCPw,youtube
others,"@koeebayashi @Dima_Khatib @ajplusfrancais بالعكس، لغتك ليست ركيكة، بل جميلة 😍 وكم نقدّر مراسلتك لنا باللغة العربية الفصحى حتى ولو لم تكن متحدثاً لها بشكل يومي.
ونشكرك على مقترحك، نحن نتابع عن كثب الموضوع الذي تفضلت به",812386155471598_1188536251189918,facebook
business-and-economy,"#لبنان_ينتحر.. المغردون يدقون ناقوس الخطر بعد تتالي حالات #الانتحار بسبب الاوضاع الاقتصادية
#نشرتكم ",qOR1sbsmunc,youtube
sports,"إمبراطورية.. مليارات.. بطولات.. فساد.. الفيفا تتصدر أخبار الفضائح مرة أخرى، ماذا تعرفون عنها؟
#بلاتر #بلاتيني",1149205429563490304,twitter
business-and-economy,"تعرّفوا على البترودولار: نحن نملك البترول.. وأمريكا تملك الدولار. فكيف اجتمعا؟
كن جزءاً من مجتمعنا  https://www.youtube.com/ajplusarabi البترول الذي تتربع عليه دول عربية.. تستطيع الولايات المتحدة التحكم بأسعاره! نعم.. هذا صحيح.. لكن هل تعرفون سبب ذلك؟ لنتعرف على قصة البترودولار  عامر السيد عمر @amerso  لمتابعتنا على  https://twitter.com/ajplusarabi https://www.facebook.com/ajplusarabi موقعنا: http://ajplus.net/arabi
لما حد يقولك أنت بس همك على بطنك قوله: (شاهد الفيديو)! مصادر الدحيح: The Agricultural Revolution: Crash Course World History https://youtu.be/Yo...",812386155471598_2710862828957245,facebook
politics,بين تثبيت المقاطعه لنظام سياسي، والتصويت بهدف انتزاع ولو جزء من حقوقهم.. المواطنون العرب في إسرائيل يقفون أمام معضلة تحير الكثير منهم في الانتخابات | شيرين أبو عاقلة - الجزيرة - الناصرة ,1098207128601403393,twitter
politics,"الخارجية الليبية: هل يوجد تدخل لتغيير نظام الحكم في #ليبيا أكبر من قيام دول عربية بقصف جوي على العاصمة #طرابلس لمساعدة ميلشيات خارجة على القانون للاستيلاء على السلطة وقلب نظام الحكم؟
",x2DoT5p3nE4,youtube
science-and-technology,"ترى هل ستترك سيدة المنزل مهمة الطهي للروبوت في قادم الأيام؟
تظهر الصورة روبوتا يستخدم في الطهي خلال مؤتمر الروبوت العالمي في مركز المؤتمرات الوطني بمدينة بكين في #الصين
#الجزيرة 
مصدر الصورة: رويترز",1173331956899241990,twitter
politics,تقرير: زياد بركات | اتفاق بين الحكومة اليمنية والمجلس الانتقالي الجنوبي برعاية #الرياض لتقاسم السلطة ودمج التشكيلات العسكرية.. رغبة سعودية لإيجاد مخرج مشرف من المأزق الذي صنعته #الإمارات جنوب #اليمن؟ #ما_وراء_الخبر ,1196452755965202434,twitter
crime-war-conflict,عاجل | المتحدث العسكري باسم #الحوثيين: الطيران المسير هاجم مطار أبها الدولي في جنوب #السعودية,1137977699249602560,twitter
crime-war-conflict,"""جد جدي ترك مفتاح.. هينا أخذنا المفتاح، وحنموت وحنسلم المفتاح للجيل القادم"".
""هيما"".. قصة مقاوم مجهول يسطرها بـ ""الكوشوك""",yTIMsmsFSoM,youtube
politics,@AhlamAlsgier ملاحظتك في مكانها، ترمب لم يترك منذ انطلاق حملته الانتخابية مناسبة إلا وهاجم فيها الإعلام.. أنتجنا هذه القصة من قبل حول تعامل ترمب مع الإعلام والصحفيين: ,812386155471598_1189388561104687,facebook
others,"@Ibradontist أهلاً بك صديقنا ونشكرك على مراسلتنا وإبداء رأيك، نحن نهتم بملاحظات جمهورنا على برامجنا بالتأكيد، وسأقوم بتمرير ملاحظتك إلى الأقسام المعنية للنظر فيها.
لكن أخبرني، هل لديك أفكار لتقديم هذا البرنامج بشكل أفضل؟",eBm4s6WSw28,youtube
crime-war-conflict,"RT @ajanet_ar: ""ضربة نوعية""

الحوثي أكد أن "" #السعودية تخسر على المستوى الأمني والسياسي والاجتماعي وعلى مستوى سمعتها في العالم""

https://t.…",1162806765064507398,twitter
politics,عاجل | رئيسة مجلس النواب الأمريكي تقول إن البيت الأبيض لم يخبرها بخطط توجيه ضربة إلى #إيران خلال اجتماع أمس,1135133832091488257,twitter
crime-war-conflict,RT @AJABreaking: عاجل | مقتل 95 شخصا على الأقل في هجوم مسلح على قرية سوبانو بوسط مالي,1138055460798566400,twitter
politics,#السيسي لا يدع حديثًا في محفل لشيخ #الأزهر إلا ويعلق عليه.. هذه المرة مواجهة حول وثيقة النبي ,cR-gGjmhqKA,youtube
art-and-entertainment,"#‏كاريكاتير | هدنة  #‏اليمن 
المزيد من الرسوم على الرابط التالي: http://www.aljazeera.net/caricature",1177077838068871168,twitter
politics,"حروب الاحتلال الإسرائيلي طالت السعودية ومصر. لكن بماذا يمكن لإسرائيل أن تفيد العرب؟
كن جزءاً من مجتمعنا  https://www.youtube.com/ajplusarabi هل الامتناع عن التطبيع مع الاحتلال الإسرائيلي يضيع على العرب فرصاً كثيرة؟ وبعيداً عن القضية الفلسطينية هل يوجد سبب آخر يدعو إلى العداء بين الطرفين؟  لمتابعتنا على  https://twitter.com/ajplusarabi https://www.facebook.com/ajplusarabi موقعنا: http://ajplus.net/arabi
لمتابعة 'الدحيح'  http://www.youtube.com/c/AJpluskibreet رب صدفة خير من ألف اختراع #الدحيح  مصادر الدحيح:   1.      https://www.jstor.org/stable/2634940?seq=1#page_scan_tab_contents 2.      https://www.youtube.com/watch?v=5hPHAVEDpwA 3.      https://www.youtube.com/watch?v=XVXmYD0UPRQ 4.      https://www.pharmaceutical-journal.com/news-and-analysis/infographics/three-decades-of-viagra/20202847.article?firstPass=false 5.      https://www.wired.com/2016/04/hey-nokia-isnt-just-company-used-make-phones/amp?fbclid=IwAR15AOnmJAFgbdU32LbOUx56NY54rZUazrVv7tMlXJAx_VgvhxmZBGG12bw 6.      https://www.nde-ed.org/EducationResources/CommunityCollege/Radiography/Introduction/history.htm 7.      https://www.cnbc.com/2018/04/26/aws-earnings-q1-2018.html 8.      http://www.bbc.co.uk/ahistoryoftheworld/objects/hQR9oN5LTeCLcuKfPDMJ9A 9.      https://www.youtube.com/watch?v=qO1brxn1rNs&t=549s 10.  https://www.youtube.com/watch?v=HMyRV6kts4E&t=229s 11.  https://www.youtube.com/watch?v=3C3tPHA21Y0",812386155471598_2766711650039029,facebook
politics,تناقض تبديه تصريحات #ترمب بنبذ العنصرية والكراهية وتفوق العرق الأبيض بعد هجوم إلباسو، بينما لم يقتنع أطياف من الأمريكيين بفحوى خطابه | تقرير: ناصر الحسيني – الجزيرة - تكساس ,1061030676655431680,twitter
politics,"""لو فيغارو"" الفرنسية: هل سيتنحى رئيس الأركان الجزائري قايد صالح بعد انتخاب رئيس جديد؟ ",kkvc6hUpMT0,youtube
others,@_qtrxx بل نحن من نشكر متابعتك لنا يا علي ❤️,812386155471598_2407670382609826,facebook
others,@DaughterOf13_ ندعوك يا صديقنا إلى مشاهدة هذه القصة التي أنتجناها لمعرفة حكاية الروهينغيا: ,1178955240726552577,twitter
politics,"مطار رامون.. انتهاك لسيادة #الأردن وتهديد اقتصادي
https://t.co/OOzSMngjlf ",1087643533400514561,twitter
politics,"""يوم جديد يلوح في الأفق""
هل هو يوم ترشح أوبرا للرئاسة فعلاً؟
#Oprah2020",1185646803556814849,twitter
politics,الجلسة الافتتاحية لأعمال القمة العربية الطارئة في مكة المكرمة ,1134219735418060800,twitter
politics,أستراليا تنادي بالإفراج عن لاجئ سياسي من البحرين احتجز في تايلند ,1175298373768884224,twitter
politics,"#أنت_انتهيت_ياسيسي؟! عزل ترمب؟! 
#السليط_الإخباري!!
https://t.co/IVBpnSH2SB ",yGzNIgut2Fo,youtube
human-rights-press-freedom,"""لا تلمس أخي"" حملة تركية في إسطنبول للتضامن مع السوريين ووقف الاعتداءات عليهم ",812386155471598_1790567404320130,facebook
crime-war-conflict,#ترمب: قتلنا #قاسم_سليماني الإرهابي رقم 1 في العالم وهو مسؤول عن مقتل وجرح الآلاف من جنودنا ,812386155471598_2626676480709214,facebook
others,@YasmeenAlsulta1 من وجهة نظرك يا ياسمين، كيف تمكن حماية هؤلاء الأطفال؟,Em-yD_kM4-Q,youtube
crime-war-conflict,"""تفجير أو اتنين عندكو جوا قطر""، تقول المذيعة.. وليس خبراً!",1100455455086776331,twitter
politics,RT @AJABreaking: عاجل | الحريري في اتصال مع لافروف: الاعتداء الإسرائيلي الأخير على #لبنان يهدد بتصعيد خطير للأوضاع ولا يمكن التكهن بنتائجه,1177312255286927361,twitter
politics,"RT @ajanet_ar: ""بطولة مطلقة""
يجلس المقاول والفنان المصري أمام كاميرا هاتفه النقال ليسرد وقائع الفساد المالي للرئيس وقادة الجيش ببلاده
https…",1092717439564107776,twitter
human-rights-press-freedom,#سأحكي.. هاشتاغ يكسر حاجز الصمت حول ما يتعرض له معتقلو الرأي من انتهاكات في السجون #السعودية ,1123253173618003972,twitter
politics,"جدل في تونس بعد تصريحات المفتي بترك الاحتجاجات
مفتي تونس يصدر بياناً يدعو فيه إلى ترك الاحتاجات العشوائية والحث على العمل والدراسة، بيان أثارجدلاً بين التونسيين متهمين المفتي بتحريم التظاهر  مونتاج: غريغوري عيد  لمتابعتنا على تويتر https://twitter.com/ajplusarabi للتواصل معنا على فيسبوك  https://www.facebook.com/ajplusarabi  لتصفح موقعنا الإلكتروني http://ajplus.net/arabi/ للاشتراك في قناتنا http://www.youtube.com/channel/UC-4KnPMmZzwAzW7SbVATUZQ?sub_confirmation=1",1212425444546502668,twitter
others,الهدايا التي تقدمونها لصغاركم قد تكون سبباً في تغيير مستقبلهم وإيقاظ شغفهم 😊 ,1149921396996263936,twitter
art-and-entertainment,خوفا على دينها تتخلى عن بوليوود.. الممثلة المسلمة زهيرة وسيم تقرر الابتعاد عن عالم التمثيل ,1146893950160199689,twitter
politics,"RT @ajanet_ar: ""ثمن القضية""
مشاريع اقتصادية يتطلع كوشنر من خلالها لشراء موقف عربي إيجابي من خطة ترامب الساعية لتسوية ملف القضية الفلسطينية…",1142809867922681856,twitter
sports,@Mohamed89359327 ضمن قائمة ترشيحات اللاعبين، من هو المنافس لصلاح من وجهة نظرك يا وليد؟,6rXT1vWzIFQ,youtube
art-and-entertainment,"""الفارس والأميرة"" أول فيلم رسوم متحرّكة مصري جاهز للعرض بعد العمل عليه لأكثر من عشرين عامًا. 
ما الرسوم المتحركة المفضلة لديكم؟
#الجزيرة▶️منوعات",ZH9VqGlkKGQ,youtube
politics,"""الجنرال المتكبر"".. خان القذافي وعمل لواشنطن وتاجر بعلاقاته مع #مصر والإمارات
https://t.co/t7K7nmtwWj ",812386155471598_2786954491348078,facebook
others,"RT @ajanet_ar: تشير الأرقام لوجود 6 آلاف طائرة مسيرة غير عسكرية بالبلاد

",1154934429833449473,twitter
politics,RT @AJABreaking: عاجل | هيئة الطاقة الذرية الإيرانية تعلن بدء تنفيذ الخطوة الثالثة من خفض الالتزام بالاتفاق النووي,1170211561832615936,twitter
politics,البيت الأبيض ينشر تفاصيل مكالمة #ترمب مع رئيس #أوكرانيا التي حثه فيها على التحقيق بشأن نشاط نجل جو بايدن ,1185747599258783744,twitter
crime-war-conflict,"ابتسامة عريضة ترتسم على وجه هذه الفتاة السورية في حديثها مع المستشارة الألمانية أنجيلا ميركل أثناء زيارة ميركل لمخيم النيزب للاجئين السوريين في #تركيا
مصدر الصورة: رويترز
#الجزيرة",1109990784072187905,twitter
politics,عاجل | رويترز: سلطنة #عمان تنفي أنها سلمت رسالة من الولايات المتحدة لإيران بشأن إسقاط الطائرة الأمريكية المسيرة,1143158474316144640,twitter
politics,#شاهد | تصريحات #ترمب المتناقضة تعود مرة أخرى بعد هجوم تكساس، ورواد مواقع التواصل يتداولون خطاباً سابقاً له ,812386155471598_1187432284633648,facebook
others,@MAJDSAHARA1 شكراً لمشاركتنا رأيك.. ونحن هنا نستمع لكم دوماً بصدر رحب,812386155471598_1175523685824508,facebook
politics,"""يجب أن يطلق على عهد التميمي الرصاص بدلاً من السجن""
تصريحات لنائب إسرائيلي",4zpGyQfgGE4,youtube
politics,الكاتب والمحلل السياسي عمر عياصرة: #ترمب لن يوجه ضربة لإيران، إنما يستعرض عضلاته فقط في الصفقات ,1144927239634640898,twitter
sports,"أفراح جنونية.. هتافات مشتعلة..
أوفياء الأحمر والأصفر.. عيد ميلاد سعيداً 🎂🎉",5wfFPZcbjTs,youtube
others,@AbuJassem سنصحح الخطأ. نشكرك على التنبيه 🌹,XHfAF1fxDSI,youtube
crime-war-conflict,"600 ألف نازح سوري قد يصلون إلى حدود تركيا
بعد قصف كثيف لطائرات روسية وسورية شمال سوريا.. مئات الآلاف من النازحين السوريين يتوجهون إلى حدود مع تركيا.. مع توقعات بمزيد منهم في أسوأ موجة نزوح  لمتابعتنا على تويتر https://twitter.com/ajplusarabi للتواصل معنا على فيسبوك  https://www.facebook.com/ajplusarabi  لتصفح موقعنا الإلكتروني http://ajplus.net/arabi/ للاشتراك في قناتنا http://www.youtube.com/channel/UC-4KnPMmZzwAzW7SbVATUZQ?sub_confirmation=1",eoLMLyfYa_U,youtube
politics,"#جزيرة_سقطرى اليمنية سيطرت عليها #الإمارات، فماذا قالت شهرزاد؟
#الجزيرة▶️شهرزاد 
#الجزيرة▶️الإمارات",nNPZ6yccxlc,youtube
politics,"الغضب مستمر في #كتالونيا.. بعد مشاهد الاشتباكات في المطار، المتظاهرون يعودون لنقل سخطهم إلى مقر الحكومة
| أيمن الزبير - الجزيرة - برشلونة #الأخبار ",812386155471598_1648128971897308,facebook
politics,عاجل | ترمب: قتلنا البغدادي بعد أن قتلنا حمزة بن لادن وسندمر هؤلاء الوحوش ولن يفروا منا,1118197108803284998,twitter
crime-war-conflict,RT @AJABreaking: عاجل | الحرس الثوري الايراني: استهدفنا بالصواريخ والطائرات المسيرة أحزاب الإرهاب المسلح داخل كردستان #العراق,1149634015206395904,twitter
art-and-entertainment,"#بكسر_التاء | في حين نتصور أن سعادة الأم بطفلها تفوق كل وصف.. كيف يمكن للاكتئاب أن يهدم هذه الحالة؟ 
شاهد الحلقة كاملة على يوتيوب: https://t.co/2KEuci7VFx ",rE4e9bokPuw,youtube
others,"""أعزائي المسافرين، يرجى الانتباه! هناك فرس على متن رحلتنا الجوية."" 🐴✈️
هل تخيلتم كيف يكون السفر مع الحيوانات؟ إليكم هذه القصة",PwiMZbRJ3pc,youtube
crime-war-conflict,RT @AJABreaking: عاجل | رئاسة البرلمان اليمني: ما قامت به مليشيات المجلس الانتقالي المدعوم إماراتيا يعيد البلاد إلى حمامات الدم,1164240125540405251,twitter
politics,#رقم_اليوم | صحيفة ميدل إيست مونيتور تكشف أنه تم تنفيذ عملية البيع في الوقت الذي قالت فيه حكومة #بريطانيا إنها تدين اغتيال #خاشقجي، ومن المحتمل أن يتم استخدام الكثير منها في القصف المستمر لليمن بقيادة #السعودية ,1047954518221246470,twitter
science-and-technology,رواندا.. من رماد الحرب إلى عالم الفضاء ,1103679216971927553,twitter
science-and-technology,"أربع نصائح لبطارية هاتف تدوم أطول.. تعرف عليها!
#الجزيرة➡️تطبيقات 
#الجزيرة➡️تكنولوجيا",812386155471598_1978308675546001,facebook
science-and-technology,"#القسام تعرض صاروخ ""آر 160"" الذي يصل مداه إلى 160 كلم، وتكمن أهميته في أنه سمح ولأول مرة في تاريخ الصراع مع #إسرائيل بالوصول لمناطق بعيدة، حيث ضرب العمق الإسرائيلي وصولا لمدينة حيفا
#الجزيرة",1177221282909175809,twitter
politics,#واشنطن تطلب من موظفيها غير الأساسيين مغادرة #العراق والتحالف الدولي في حالة تأهب قصوى.. من الذي يشكل تهديدا لهم هناك؟ ,1135996782557782016,twitter
politics,رغم صفقات واستثمارات بعشرات المليارات وعدت بها #السعودية والإمارات.. رئيس الوزراء الباكستاني يعلن من #إيران أنه لن يشارك في أي تحالف ضد #طهران ,1120570420309168129,twitter
politics,RT @AJABreaking: عاجل | رويترز نقلا عن مصادر طبية مصرية: 10 قتلى و20 جريحا في حادث محطة القطارات في #القاهرة,1100683716203085824,twitter
